पुल यही तो एक अच्छा काम करते हैं।	पुल नेआगे दो बुगिन कामि कामिआ।
बाकी पाठक के अपनी समझ और विवेक पर रहेगा ही।	आर पाड़ाओतानिः दो आपान सेंड़ा रे ताइनोःगेआ।
जल्दी जल्दी कदम बढाने पर उनके पास पहुंच गया।	सेकड़ा सेकड़ा चाङगाए के रे इनिः जापाः तेबाः केदाञ।
इसमें रामनिवास गंभीर रूप से घायल हो गया।	नेआ रे रामनिवास साङगि गे टोओजानाएः।
अब थोडा रुप बदल गया है।	नाआः काटि रुप बादालाओआकाना।
तीन बरस के अपने बच्चे से खेलता हुआ।	आपि सिरमा रेन आपान होन ते इनुङतान लोः।
आज हमारे देश के दर्शन में गतिरोध की स्थिति है।	तिसिङ आले दिसुम राः दर्शन रे होनोका राः स्थिति मेनाः।
कवि अशोक चक्रधर भी अभी वहीं हास्पिटल में मौज़ूद हैं।	दुराङ हारिआ अशोक चक्रधरो नाआः एनताः हस्पताल रे मेनाःइ।
फड़कते हुए नथुने शांत हो गये।	राकाबोःतान मूं होकाजाना।
उन्होंने वहां लोकसभा एवं विधान सभा के चुनाव भी लड़े।	इनिः एनताः लोकसभा आर विधानसभा राः चुनावो गोपोएःजाना।
जैनुअन विंडो एडवांटेज प्रॉब्लम का हल	जेनविन विनडो एडवानटेज बालाए राः काजिरुड़ा।
यहाँ तो एक से बढ़ कर एक हैं?	नेताः दो सोबेन माराङगेआको।
केजरीवाल ने जवाब अन्ना को भिजवाया है।	केजरीवाल अन्ना ताः काजि कुलकेदाएः।
इसके बाद बारी आती है कार लोन आदि की।	नेआ तायोम हिजुगा जागार कार लोनको राः।
बाबू जी को इस सभा का सदस्य चुना गया।	बाबू जी नेआ दुनुब रेन सदस्य सालालेनाएः।
युवाओं के लिए रोजगार की बात नहीं कि गई है।	नावा होड़ोकोआः नातिन कामि राः जागार का होबाआकाना।
गांधी वध क्यों? नत्थू राम गोडसे के विचार	गान्धी गोएः चानाःमेनते? नत्थू राम गोडसे राः उड़ुःको
अंधेपन तक पहुंच सकती है नौबत।	जाला जाकेद नेआ तेबाः दाड़िओःआ।
जब खून किसी का होता है	चिमतुङ जाआंएको गोएःइआ।
इस विधि में पचासवे तारे का नाम	नेआ विधि रे मोडेगेलतेआ इपिल राः नुतुम
के खेल चलायें वीडियो में लिंग सत्र »	राः इनुङ चालाओपे वीडियो रे देनेड़े सत्र
वह पार्टी में सबसे लोकप्रिय नेता हैं।	इनिः पार्टी रेन सोबेनको ते सुकुआन नेता मेनाःइ।
परंतु इसे प्रमाणित करना थोड़ा मुश्किल होता है।	मेनदो नेआ सारते मेनाः लेल रिका मेनते बेसे बालाए मेनाः।
मन्दिर बेलगाम नगर के बीचोबीच शहापूर मार्ग पर है।	मन्दिर बेलगाम नगर ताला रे नुतुमान होरा रे मेनाः।
निर्माण और शिक्षण सामग्री पर सबसे ज्यादा खर्चे हुए।	बाइ आर पाड़ाओ जिनिस रे सोबेनको ते साङगि टाका लागाओआकाना।
बगल में एक नया मकान बन रहा था।	जापाः रे मिआद ओड़ाः बाइओःतानताइकेना।
बग़ैर काम के तो कोई मज़दूरी नहीं होती।	बेगार कामि राः जेतान नाला का नामोगा।
राबिया अपने घर में बैठी थी।	राबिया आपान ओड़ाः रे दुबाकान ताइकेनाएः।
नीर भी है उतना ही प्यासा	दाःओ इमनुङ गे तेताङताना।
सक्सैस रिव्यू आदि में देखे जा सकते हैं।	सक्सैस रिव्यूको रे नेआ लेल दाड़िओःआ।
उनके पिता दुर्गानंद जिंटा भारतीय थलसेना में अफसर थे।	इनिआः आपुते दुर्गानन्द जिन्टा भारत राः पालटान रे अफसर ताइकेनाएः।
धनोलटी की आबोहवा चंदगीराम को रास आई।	धनोलटी राः होयो चन्दगीरामेः सुकुकेदाएः।
भयानक स्वपनों द्वारा वे जाग गए।	बोरोआन कुमु ते इनिः बिरिदजानाएः।
पर अब उसका कही पता नहीं था।	मेनदो इनिआः नाआः जेता ताः रे इतु बानोः।
राजनीति में रहकर महत्वाकांक्षी होना कोई बुरी बात नहीं है।	राजनीति रे ताइकोःआते माराङ सानाङ जोगाओ जेतान का-बुगिन जागार बानोः।
पा में मैंने हल्के बॉर्डर वाली सिंपल साड़ी पहनी है।	पा रे आञ एताङ बॉर्डर राः सिम्पल साड़ी तुसिङलाःञ।
इस फोड़े में पीप या पस बन जाता है।	नेआ पुसरि रे सोनदोरो कारेदो पीप बाइओगा।
सदियों पुराने एक खंडहर में शरण ली	माआरि पोआः बङगला रे आङकेदाएः।
लगन लगी को नाथ चरण की।	होबा होबाओका काटा नाथ राः।
फिर उन्हें भैंस के सार में डाला गया।	ओड़ोः इनि केड़ाआः बोओः रे सानजुकेदा।
इसमें कंम्पयूटर और इंटरनेट की बड़ी भूमिका होनेवाली है।	नेआ रे कम्पयूटर आर इन्टरनेट राः माराङ ति ताइना।
लेखक का भी अनुमान सही निकला।	ओनोलिआ टीकी गे टोओरलाःएः।
मौनी अमावस्या स्नान की पहली तस्वीरें	मौनी अमावस्या डेबेल राः सिदाउतार फोटो
लेकिन रोग पर चिंताएं भी खूब जताई जा रही हैं।	मेनदो रुआ रे उड़ुःओ साङगि होबाओताना।
कैस्टर सीड में बिकवाली से कमाएं मुनाफा	कैस्टर जाङ आकरिङकेआते तेलाएपे टाका।
दूसरा भागने में कामयाब हो गया।	एटाःनिः निर दाड़िजानाएः।
मध्यप्रदेश में कितने परिवार गरीब है।	मध्यप्रदेश रे चिमनाङ होड़ोको टाका काको बोसाताना।
बच्चों के रोगोपचार की एक शाखा कुमारतंत्र कहलाती है।	होनकोआः रुआ हार राः मिआद सेंड़ा कुमारतन्त्र काजिओःआ।
तब जीवन के कुछ मुल्य थे।	एनाङ जिनिद राः जाआंन होराको ताइकेना।
इस पशु के पैर छोटे होते हैं।	नेआ ते उरिः-मेरोमकोआः काटा हुड़िङोःआ।
उससे जवाब देते नहीं बन रहा है।	इनिः काजि का मुनडिजादाएः।
के तकनीकी सहयोग से लगाया जा रहा है।	राः तकनीकी देङगा ते लागाओःताना।
ऊपर नीम पर बैठी चील चीख रही	चेतान नीम दारु रे दुबाकान कुड़िद राःतानताइकेनाएः।
हमारी लड़ाई तो भ्रष्टाचार से है।	आलेआः गोपोएः दो भ्रष्टाचार ते मेनाः।
कोई आता है तो थोड़ी सी बातचीत।	जाआंए हिजुगा दो काटिःलेका जापागार।
हमारी चिकित्सा पद्धति भी बहुत उन्नत थी।	आबुआः रानु राः सेंड़ाओ आयार गे ताइकेना।
जितनी बड़ी कुत्ते की डिग्री उतनी ज्यादा कुत्ते की कीमत।	चिमनुङ माराङ सेताआः डिग्री इमनुङ माराङ सेता राः गोनोङ।
सम्बन्धों की गहराई का आधार ही है प्रेम और भाईचारा।	नाता राः इकिर गे दुलाड़ा आर सोङगोति राः खुंटा मेनाः।
वहाँ शायद वर्ल्ड वाइड वेब में ध्यान के लिए	एनताः जा वर्ल्ड वाइड वेब राः ध्यान नातिन
सम्पूर्ण शिक्षातंत्र बसपा राज में अस्त व्यस्त हो गया है।	गोटा शिक्षातन्त्र बसपा राज रे हेनसाः नासाः होबाआकाना।
यह आयाराम गयाराम के जमाने से पहले की बात है।	नेआ आयाराम गयारामकोआः जूगु ते सिदा राः जागार मेनाः।
कहीं इस हादसे से गोवा की	नेआ हादसा ते गोवा राः
इस प्रकार भुवनेश्वर वर्तमान में एक बहुसांस्कृतिक शहर है।	ने लेका ते भुवनेश्वर तिसिङ मिआद सेलेद सासाङकिर राः शहर मेनाः।
पर मुझे अपने से भी ज्यादा	मेनदो आञ आञाः तेओ साङगि
वायु और सूर्य्य का नाम इन्द्र है।	वायु आर सूर्य राः नुतुम इन्द्र मेनाः।
जब कोई भला आदमी घोड़ागाड़ी पर चढ़के पक्की सड़क के	जाआं इमतुङ माजा होड़ो घोड़ागाड़ि रे देःकोःआते पक्का सानडाका राः
उम्मीदवारों के दावों का आंकलन एक समिति करेगी।	उम्मीदवारकोआः कानाजि राः तुला मिआद समिति रिकाएआ।
कितना टाईम है यार लोगों के पास।	चिमनुङ सोमाए मेनाः गाति होड़ोको ताः।
बात करें अन्ना की टीम की।	जागाराबु अन्ना राः टीम राः।
दोनों ने ही मिलकर फ्लैट्स के दाम दोगुने कर दिए।	बारानकिन मिसा ते फ्लैटकोआः गोनोङ बारसा रिकाकेदाको।
आज मैं वयस्क हो चुकी हूं।	तिसिङ आञ सेपेड़ेद बाइउताराकानाञ।
इस साल भी चौथी तिमाही गोल्ड के लिए बेहतर होगी।	ने सिरमाओ उपुन आपिचानडुः सामडोम नातिन माजा ताइना।
उनके परिवार में पत्नी और दो बच्चे हैं।	इनकुआः ओड़ाः रे आएआः होड़ो आर बारिआ होनकिन मेनाःकिना।
नवीनचंद्र रामगुलाम बिहार आकर बहुत खुश हैं	नवीनचन्द्र रामगुलाम बिहार हिजुःकोःआते बेसे रासिका तानाएः।
अब सीबीआई की इस दलील को और बल मिलेगा।	नाआः सीबीआई राः नेआ जागार ओड़ोः पेड़ेगोआ।
पिछले बरस भी मैं अपने अंडे छोड आयी थी।	मा सिरमाओ आञ आञाः जारोमको बागेउतारलाःञ।
को भी वोट प्राप्त हुये हैं।	ओः वोट नामतादाएः।
होंडा ब्रायो एटी और होंडा ब्रायो डीजल	होनडा ब्रायो एटी ओड़ोः होनडा ब्रायो डीजल
सारी फालतू पूँजी वहीं समेट दी गई।	सोबेन फालतू टाका एनताः गे साकिदजाना।
डिप्रेस होने पर ही आडिएंस जुड़ाव महसूस करते हैं।	डिप्रेस होबाजान रे गे आडिएन्स सानाब टोओरेआको।
परन्तु शीघ्रता करने से शक्ति संग्रह न हो सका।	मेनदो सेकड़ारिका ले रे पेड़ेः सोतोः का दाड़िजाना।
उनकी पतोहू गीता देवी कार्यकत्री है।	इनिआः किमिन गीता देवी कामितानिः मेनाःइ।
ढंग से कानून व्यवस्था बनाए रखना है।	माजा ते कानून जोगाओबाइ लागातिङा।
राजनेता भी यही भाषा बोलते हैं।	राजनेता ताको नेका गे काजिआको।
मैं उस देवी के योग्य न था।	आञ इनिआः नातिन बेस काञ ताइकेना।
भारतीय रेलवे की ये खबर आपको दुखी कर देगी	भारतीय रेलवे राः नेआ खोबोर दुकुपेआ।
यहाँ अनेक राजकीय अस्पताल और दवाख़ाने हैं।	नेताः बेसे राजकीय आस्पताल आर रानुदोकान मेनाः।
यह नाम भी निर्गुण संतों की अवधारणा के अनुरूप है।	नेआ नुतुमो निर्गुण सन्तकोआः उड़ुःको लेकागे मेनाः।
मैं आपके पीछे खड़ा हूँ। घंटा	आञ आमाः तायोम रेञ तिङगुआकाना। हाके
सर्किट हाउस बुलाया तो नहीं आए।	सर्किट हाउस केड़ालेनाएः दो काएः हिजुःजानाएः।
परिवार असुरक्षित होते जा रहे हैं।	ओड़ाः दुआर बोरो रे ताइनोःताना।
अब तो यह भी जाता रहा।	नाआः दो नेआओ सेनोः एटेःजाना।
फलस्वरूप मैं सारा समय अनुवाद कार्य में जुट गया।	एन मेनते आञ आञाः सोबेन सोमाए जागार उलथा कामि रे जुलुङेनजानाञ।
ये हैं हमारे नए मीडिया मुगल	निकु मेनाःकुआ आबुआः नावा मीडिया मुगल
परिवर्तन क्या आपका स्नानगृह और रसोई फैंसी बना सकते हैं?	बादिलि आमाः डेबेल ओड़ाः आर मानडि ओड़ाः फैन्सी बाइ दाड़िओःआ चि?
तो इसका असर हमारे बीवियों के चुनाव पर भी होगा।	तोबे नेआ राः असर आलेआः ओड़ाः होड़ो साला रेओ होबाओआ।
वे पहली बार विधायक चुने गए हैं।	इनिः सिदासाः विधायक सालाआकानाएः।
बस्ती के बच्चे मिले उस रोज़	बस्ती रेन होनको नामआइको दिनाकि
उन्होंने दावा किया कि अभी आगे भी छापेमारी जारी रहेगी।	इनिः मेनजादाएः चि आयार तेओ छापामारि होबाआकान गे ताइना।
संपर्क करने पर वह उचित जवाब नहीं दे पाता है।	कुलिलि रे इनिः बेस लेका ते जवाब काएः ओम दाड़िआ।
उनका वार अपने ही सिर पर पड़ा।	इनिआः ताम आएआः बोओः रे गे उयुःजाना।
प्रसाद बांटकर दोनों युवक चले गए।	प्रसाद हाटिङकेआते बारान दाङगाड़ाकिन सेनोःजाना।
और इनमें न्याय की गहरी भावना होती हैं।	आर निकु रे न्याय राः इकिर भावना ताइना।
मैं वह हैती में कहा जाता है के रूप में	आञ इनिः हैती रे काजिओःआ राः रूप रे
अपनी शादी की शैली का पता लगाएं	आपान आड़ानदि राः शैली इतुनपे
लेकिन केवल तीन ट्रेड यूनियन ही बैठक में शामिल हुए।	मेनदो आपि ट्रेड यूनियनको गे दुनुब रे हिजुःजानाको।
काजोल और शाहरुख के रोमांस वाला भाग बेहतरीन है।	काजोल आर शाहरुखकिनाः रोमान्स राः हानाटिङ माजा मेनाः।
संचयित जल का महत्व बढ़ता जा रहा है।	बिड़िसिर रिकाआकान दाः राः मानाराङ हाराओःताना।
जय हिंद कहिये और भ्रस्टाचार से लड़िये	जय हिन्द काजिपे आर भ्रष्टाचार ते गोपोएःपे।
फ़िल्म इंडस्ट्री की कौन सी बात आपको नापसंद हो?	फिलिम इन्डस्ट्री राः ओकोआ जागार बेस काम टोओरेआ?
उसने कहा कि हमने पहली बार इनको देखा है।	इनिः काजिकेदाएः चि आञ तिसिङ एनाम लेलजाःइआञ।
इंशाअल्ला सरकार से आपको भी इसका इनाम मिलेगा।	इंशाअल्ला सरकार साः ते आमो नेआः राः इनाम तेलाएका।
आपकी प्रतिक्रिया की प्रतीक्षा रहती है।	आमाः काजिरुड़ा राः ताङगिआञ।
उचक्के और बेईमान और बदमाशों के पास भी होता है।	कुमबुड़ु आर जुमबुड़ि आर एदकानको ताःओ ताइना।
उपनिवेशवादियों ने भी ऐसा ही किया।	उपनिवेशवादीकोओ नेका गे रिकाकेदा।
शिक्षा से ही विनम्रता और संस्कार आते हैं।	पाड़ाओ ते गे विनम्रता आर सासाङकिर हिजुगा।
रतन क्या यही अहसास है?	रतन नेआ गे अहसास मेनाः?
कांग्रेस को सबसे ज्यादा नुकसान आंध्रप्रदेश में होगा।	कांग्रेसाः सोबेनकोताः ते साङगि नुकसान आंध्रप्रदेश रे होबाओआ।
रूकइया को यह देखकर बडा मजा आया।	रुकइया नेआको लेलकेआते बेसे माजा टोओरकेदाएः।
बाजार और बिकनी के चंगुल में गीतकार और संगीतकार	बाजार आर बिकनी राः कोनोटोङ रे दुराङतानको आर साड़ितानको।
त्वाडी वी तसल्ली हो जावेगी ते बिरादरी वी	आमोः तसल्ली होबाओआ दो बिरादरी राः
जबकि तीसरा आरोपी सतीश हरपाल का नजदीकी दोस्त है।	एनकादो आपेआतेा आरोपी सतीश हरपालाः नाड़ेःउतार सोङगे मेनाःइ।
का आदेश दिया है संयुक्त राष्ट्र प्रतिनिधि	राः आदेश ओमतादाए सन्युक्त राष्ट्र प्रतिनिधि
तीसरे सत्र में हिन्दी कविता के बारे में चर्चा हुई।	आपिआतेआ सत्र रे हिन्दी गामु बारे रे चारचा होबालेना।
जिसका जितना और जैसा पाप है।	ओकोएआः चिमनुङ ओड़ोः चिलका पाप मेनाः।
इस बजट बाजार से कोई खाली हाथ नहीं जाएगा।	ने बजट बाजार ते जेताए इपाए ति काएः सेनोगाएः।
मिट्टी की सतह और दबाव भी खूब पहचानते थे।	हासा राः चेतान आर सिनिपुद माजा ते चिनाजादताइकेनाएः।
सोचने से खतरा है सच बोलने का	उड़ुः ते बालाएआन मेनाः सारते जागार राः
उनकी सबसे अधिक रचनाएँ अंग्रेजी में हैं।	इनकुआः सोबेनकोआते साङगि ओनोल अङग्रेजी रे मेनाः।
सूचना पाकर पुलिस मौके पर पहुंची और शव बाहर निकाला।	खोबोर नामकेद चि पुलिस एनताः तेबाःकेदाएः आर होड़ोआः होड़ोमो बाआर उड़ुङकेदाको।
मैंने भी उसका साथ दिया।	आञो इनिः देङगालिःआञ।
इसके भीतर का पानी धुँआ हो गया	नेआ बितार राः दाः सुकुलजाना।
गैनन तिब्बत स्वायत्त क्षेत्र काउंटी के झांउकू	गैनन तिब्बत स्वायत्त टाआंओ काउंटी राः झांउकू
और अशोक सुंदरी फुट फुट रोती है	आर अशोक सुगाड़ा कुड़ि काकाला काकाला इआमेआएः।
वह संबंध अभिशाप बन जाता है।	एना सोमबोन्ध अभिशाप बाइओगा।
उसके बाद अंजू को महिपालपुर स्थित घर छोड़ आये।	एन तायोम अन्जू महिपालपुर राः ओड़ाः रे बागेकिःआ।
परंपराओं की जड़ बहुत गहरी हैं।	दोस्तूर राः रेएद बेसे बितार जाकेद मेनाः।
उसने अपनी सहेली अफसाना को बताया।	इनिः आएआः गाति अफसानाएः उदुबकिःआ।
स्रोत कोड कंपाइल करके सॉफ्टवेयर स्थापित करना	सेतेङ कोड साङगोमकेआते साफ्टवेयर तिङगुरिका
असंवेदनशीलता की यह पराकाष्ठा ही थी।	का-उड़ुः नेआ ते माराङ का दाड़िओःआ।
इसलिए भारतीय इस शो को देखने से वंचित रह गए।	नेआमेनते भारत रेनको नेआा शो लेल काको दाड़िजाना।
एक ही कंबल में लिपटे हुए	मिआद गे कानता रे बुरुमाकान
आपूर्ति निरीक्षक ने महिला से की छेड़छाड़	आपूर्ति निरीक्षक मिआद कुड़ि लोः का-बुगिनाः रिकाकेदाएः
पहले प्रश्न का उत्तर आवश्यक नहीं है।	मिआदतेआ कुनुलि राः उत्तर जारुड़ु बानोः।
अब मीडिया ही ऐसी हरकतें करेगा।	नाआः मीडिया गे नेका कामिआएः।
ऐसे में इस क्षेत्र से बचना चाहिए।	नेका रे नेआ क्षेत्र ते बानचाओ लागातिङा।
आपकी कुण्डली में सम्मान पाने के कई योग हैं।	आबेनाः कुण्डली रे माइन नामोः राः बेसे योग मेनाः।
काम कुछ भी कायदे से नहीं हो पाया थ्ाा आज।	कामि मिआदो बेस लेका ते का होबाजाना तिसिङ।
दीमक के श्रमिक ही हानिकारक होते है।	निनदिरकोआः कामिआको गे जोमतानको ताइना।
ऐसी कन्या बड़े भागों से मिलती	नेकान कुड़ि राबाल ते काएः नामोःआ।
क्यों नहीं की कोशिश करो क्रिकेट खेल	चानाः मेनते काम कोशिशकेदा इनुङपे क्रिकेट
अन् यथा ज् योतिष समझ में नहीं आ सकता हे।	कारेदो ज्योतिष का बुजाओ दाड़िओःआ।
हवलदार ने आगे बढ़कर उसका रास्ता रोक लिया।	हवलदार आयार हिजुःकोःआते इनिआः होरा कोटोङकेदा।
शरीर अपवित्र हुआ तो त्याग दूंगा।	होड़ोमो गोनडजान रे दो बागेएआञ।
संता ने शेर को खुला ही छोड़ दिया	सन्ता कुलाएः नेका गे राड़ाकिःआ।
कई बार विवादो में आया विद्यालय	बेसे बार विवाद रे ताइनजाना इस्कुल
वह उत्तम पत्नी ही है।	इनिः माजाउतार ओड़ाः होड़ो मेनाःइ।
जो यहाँ से किसी तरह विदा हुए	ओकोए नेताः ते जाआं लेका ते लेलकुलजाना।
भाई जी सिर पर आ पहुँचे थे।	भाई जी बोओः जाकेद तेबाःलेदाएः।
विदेशी मुद्रा ट्रेडिंग के बारे में	विदेशी टाका किरिङ-आकिरिङ बारे रे
लोग कहते हैं कि आप तो फिल्म स्टार हैं।	होड़ोको काजिआ चि आम दो फिलिम स्टार मेनाःमा।
इस विशेष रिसाव में फोन से अधिकांश आधारित	नेआ मानारङ रिसाव रे फोन रे साङगि टेनेकाद
यदि आप बुकुरेस्टी से मोल्दोवा या	आम बुकुरेस्टी ते मोल्देवा कारेदो
गेंदबाजों की सूची में अनिल कुंबले नौंवें स्थान पर हैं।	गेन्दबाजकोआः सूची रे अनिल कुम्बले आरेआतेआ टाआंओ रे मेनाःइआ।
इस औषधि की जीभ पर विशेष क्रिया होती है।	नेआ रेएद ते आलाङ रे मानाराङ कामि होबाओःआ।
बैठक में वर्तमान राजनैतिक गतिविधियों पर चर्चा की गई।	दुनुब रे नाआः रेआः राजनीति चेतान चारचा होबालेना।
समाज को सही दिशा प्रदान करें।	समाज माजा होरा रे इदिपे।
किराना मंडी में देर रात तक काम हो रहा है।	किराना मन्डी रे बेसे निदा जाकेद कामि होबातानताइकेना।
मनुष्य में ज्ञान प्राप्ति की लालसा रही है।	होड़ोको सेंड़ा नाम राः हाया ताइआकान मेनाः।
हम बीच में कहीं नहीं है।	आबुआः ताला रे जाआं ताः रेओ बानोः।
यमुनानगर के निवासी श्रीश पेशे से हरियाणा शिक्षा विभाग	यमुनानगर रे ताइनोः तान श्रीश हरियाणा शिक्षा विभाग रे कामितानाएः।
कमोबेश यही हाल चन्द्रभागा नदी के हैं।	नेका गे हाल चन्द्रभागा गाड़ा राः मेनाः।
सही कसर योग्य शिक्षकों के अभाव ने	सारते कसर दाड़ितान पाआड़ाओको बाङकोआ
मोबाईल तो बहुत बडी सिरदर्दी है।	मोबाईल बेसे माराङ बोओ हासु मेनाः।
हमें जानना है कि शिवजी की सेना क्या है।	आले इतु लागातिङा चि शिवजीआः पालटान चिलका मेनाः।
जेसिका लालः जब पार्टी में चली गोली	जेसिका लाल - चिमतुङ पार्टी रे गोली चालाओजाना।
सुधार के लिए आठ महीने की समससीमा तय की है।	सुधराओ नातिन इरालिआ चानडुः राः सोमाए ओमाकाना।
इंटरव्यू के दौरान मैं साफ और सीधा बोला था।	इन्टरव्यू सोमाए आञ सोओज आर साफा जागारलाःञ।
उस बच्चे को आराम दे सकता है।	एन होन आराम दाड़िओःआ।
मैंने इस ब्लॉग पर भी डाला था।	आञ ने ब्लाग रेओ सानजुलाःञ।
आधार से एलपीजी पर फिलहाल रोक नहीं	आधार ते एलपीजी रे नाआः जाकेद कोनोटोङ बानोः।
कपिल सिब्बल ने तो कह ही दिया	कपिल सिब्बल दो काजिउतारकेदाएः।
उसकी अशांत अवस्था उसे खुद ही ले डूबेगी।	इनिआः का-हापे इनीः डुमबुइःउतारेआ।
कलरव टिप्पणियाँ बंद हो जाती हैं आरएफआईडी	कलरव कानाजि होकाओःआ आरएफआईडी
जब ठीक पानी का गिलास एक ओक वृक्ष बन गया?	चिमतुङ माजा मिआद गिलास दाः मिआद ओक दारु बाइजाना?
ठीक से खेतीबाड़ी का कार्य नहीं कर पा रहे हैं।	माजा ते सिउचालुः का रिका दाड़ितानाएः।
लेकिन उन्होंने उसकी पहचान बताने से इंकार किया।	मेनदो इनिः इनिआः उनुरुम काएः उदुबरिकाकेदाएः।
क्यों कि आयुर्वेद शस्त्र अनुभव पर	नेआमेनते चि आयुर्वेद शस्त अनुभव रे
संयमहीन साधना छलनी में पानी इकट्ठा करने के समान है।	का-रुड़ुन तानाङगि चाला रे दाः जामा लेका मेनाः।
दो माह से वेतन नहीं मिला	बार चानडुः ते नाला का बोसाआकाना।
आजकल के जालपृष्ठों में यह सामान्य सी बात है।	तिसिङ राः जालोमसाकाम रे नेआ जागार नेका गे होबाओआ।
हरियाणा में मुक्केबाजी काफी लोकप्रिय है।	हरियाणा रे ति-बोक्सिङ बेसे नुतुमान मेनाः।
लेकिन दिन भर बेवकूफ़ न बनेंगे।	मेनदो गोटा सिङगि डोनडो काको बाइओगा।
रेलगाड़ी का इंजन जल की भाप से ही चलता है।	रेलगाड़ि राः इन्जन दाः राः सुकुल ते गे चालाओआ।
शायद न्यून दर्शक इसके मूल में रहे हों।	हुड़िङ लेएलको नेआ राः रेएद रेको ताइकेना जा।
पूरी फिल्म में यही तीन चीजें सबसे ज्यादा मिलेंगी।	गोटा फिलिम रे नेआ आपि जिनिस गे ताइकेना।
तो क्या मोहन भागवत की भी अवमानना हुई है?	तोबे मोहन भागवत राःओ माइन बागाड़ाओजाना?
मैंने कई बार दिल लगाने की सजा पाई हैं	आञ दो बेसे सोमाए दिल लागाओ राः साजा नामाकादाञ।
इस उत्पाद को कहा जाता है	नेआ बाइआकानाः काजिओःआ
तुम्हरी कृपा पाये कोई कोई।	आमाः पोरताप नामेआको जाआंए जाआंए
रक्षित किया हुआ धर्म मनुष्य की रक्षा करता है।	बानचाओआकान धोरोम होड़ोएः बानचाओएआ।
आई कीप लुकिंग फॉर यू बेबी	आमेञ दांड़ाआकान ताइना बेबी
तुम यह नहीं समझ सकते की वे सपने है।	आम नेआ काम बुजाओ दाड़िआ चि एना कुमुको मेनाःकोआ।
पर एक महान पुस्तक के लिए रॉयल	मेनदो मिआद मानाराङ किताब नातिन रॉयल
कौशिक ने ही मानहानि की याचिका दी है।	कौशिक गे मानहानि राः याचिका ओमतादाएः।
इसमें किसी प्रकार की उदासीनता बर्दाश्त नहीं की जायेगी।	नेआ रे जाआं चिलका राः लानडिआ काले जीलाःएआ।
मुझे लगता है कि यह कोई अथेटिकेशन सम्बंधी समस्या है।	आञ लेका ते नेआ जाआन अथेटिकेशन राः दिक्कत मेनाः।
जो शरीर और आत्मा को इस तरह	ओकोआ होड़ोमो आर रोआ नेकाते
हमने अपने कुछ दोस्तों से राय ली।	आले आलेआः गातिको ताःते विचार आयुमकेदाले।
मुझे भी अपना नाम बदलना ही पड़ेगा।	आञ दो नुतुम बादिलि गे लागातिङा।
के तत्वाधान में अनुसंधान करने के लिए आगे न आया।	राः लातार रे बाइ नातिन आयार हिजुः गे लागातिङा।
अब विचार है की कुछ नही हो पता है तो	नाआः उड़ुः मेनाः चि जाआनाः का होबा दाड़िओःआ
यह निर्वाण को डायनमो की शक्ति देने के समान है।	नेआ दुकु हार पेड़ेः ओम लेका मेनाः।
गांधीजी ने तो किसी के लिए कठोर	गान्धीजी दो जाआंए हाड़ाद
वह राज्य व राष्ट्रीय स्तर पर पदक जीत चुकी है।	इनिः राज्य आर राष्ट्रीय स्तर राः पदक नामदाड़िआकानाएः।
पुलिस के साथ यहां के लोग भी अनफिट हैं।	पुलिस लोः ते नेताः रेन होड़ोकोआः अनफिट मेनाःकोआ।
